PDF name,Passage number,Reading Passage,Directions,Passage title (if any),Question number,Questions,Cognitive reasoning category,Item type,Item_type (multiple_choice or written_response),Choice_1,Choice_2,Choice_3,Choice_4,Text_in_box_in_passage,Text_in_box_in_question,Text_in_box_in_option,Correct answer,Percent students answering correctly,Percent of students selecting_choice 1,Percent of students selecting_choice 2,Percent of students selecting_choice 3,Percent of students selecting_choice 4,Standard,DOK,Word count (passage),Lexile (passage),Flesch-Kincaid (passage),Does the passage have any images? (Yes/No),"Do the questions have any images or refer to an image, table, or other illustration? (Yes/ No)",Do the options/ choices have any images? (Yes/No),Footnote to passage (write text in footnote),Copyright information,Other instructions,Other information
2019staargr4readingtest1,2,"""1. To many people, it may seem like a typical summer morning on the beach. There are sounds of seagulls calling and waves crashing against the sand. But there is also an unusual sound—the clicking of marbles as they slam against each other. A small crowd watches a group of young marble players, or ""mibsters,"" play a game of marbles. But marbles are not just for kids. Anyone can play with marbles.

*Marbles through Time*

2. People have been playing with marbles for thousands of years. No one really knows where and exactly when they were invented. Long ago, people played games that are similar to marble games played today. To make marbles, people used items that could roll such as nuts, fruit pits, or round pebbles. As time passed, people started creating marbles from other materials, like glass, steel, clay, and other stones. Different types of marbles have been found in places all around the world.

3. Clay marbles were once extremely popular, even though they weren't always perfectly round or particularly colorful. The main reason for their popularity was their low price. It cost much less to make clay marbles than it did to make glass marbles.

4. Glass marbles were originally handmade by skilled glassmakers. They were beautiful, and each one was unique. Some were made of a single bright color that you could see through. Others had swirls of one color or many different colors. Some marbles were even made of colored glass with silver flakes.

5. In the 1800s a German glassmaker came up with an easier way to make glass marbles. He invented special scissors that could cut melted glass. This made it easier and faster to make glass marbles in large quantities. Now, more people could buy them. Suddenly, glass marbles became very popular around the world.

6. Roughly one hundred years later, a man from Ohio designed a marble-making machine that used rollers to shape a small lump of melted glass into a perfect sphere. This machine method lowered the price of marbles even more.

*Marble Games*

7. Marble-making methods have continued to improve over the last 100 years. One thing that has not changed is the popularity of marbles. People around the world still enjoy marble games today.

8. Marble games can be just as different as the parts of the world where they are played. In China, players kick marbles, trying to bump the other players' marbles in a certain direction. In the United States, kids use their hands instead of their feet. In one game, the players tap the other players' marbles into a hole. In another game, the players must make their marbles roll under numbered arches.

9. One common marble game is called ""Ringers."" Marbles are placed inside a circle that is drawn on the ground. Players roll, drop, throw, or knuckle their ""shooter,"" trying to force the opponents' marbles out of the playing area. A shooter is usually bigger than the other marbles. The winner is the person who bumps the most marbles out of the circle.

10. Some people play for ""keepsies."" At the end of the game, the winner keeps the marbles he or she has knocked out of the ring. These games are always suspenseful. Players may lose some of their favorite marbles. But they could also win some marbles they like better than the ones they already have. Fortunately, the players can always agree to play ""friendlies"" before the game begins. That means that they will return each other's marbles at the end of the game.

11. Most people enjoy playing marbles just for the fun of it. On the other hand, some marble players take the game very seriously. Some of these experienced and determined players may be good enough to compete in the annual National Marbles Tournament in Wildwood, New Jersey. This competition was first held in 1922. Each year, thousands of competitors attend. Over the course of the four-day event, over 1,000 marble games are played. Winners receive prizes and awards, including college scholarships and national honors.

12. Throughout the world, children and adults enjoy marbles. There are many ways to play with marbles. But regardless of how they are used, marbles are fun and exciting for anyone who gives them a try.""",*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.*,"*Marbles—Plenty of Fun for
Everyon*",7,1. Which sentence from the selection is an opinion?,,,multiple_choice,"A _Long ago, people played games that are similar to marble games played today._ (paragraph 2)",B _Different types of marbles have been found in places all around the world._ (paragraph 2),"C _They were beautiful, and each one was unique._ (paragraph 4)",D _Others had swirls of one color or many different colors._ (paragraph 4),"Kids Playing Marbles in the Sand; Boys Playing Ringers, 1955; A player is knuckling a shooter during a marble game.; A young girl shoots at the National Marbles Tournament in Wildwood, New Jersey.",,,C,,7,6,83*,4,,,,,,Yes,No,No,,,,Supporting
2019staargr4readingtest1,2,,,,8,2. Which phrase in paragraph 11 helps the reader understand the meaning of <u>annual<u> ?,,,multiple_choice,F _fun of it_,G _very seriously_,H _This competition_,J _Each year_,,,,J,,3,9,20,68*,,,,,,Yes,No,No,,,,Readiness
2019staargr4readingtest1,2,,,,9,"3. Read this sentence from paragraph 2.
 ""To make marbles, people used items that could roll such as nuts, fruit pits, or round pebbles.""
 Based on information in this sentence, the reader can conclude that early marbles were —",,,multiple_choice,A difficult to find,B made by children,C much smaller in size than marbles are today,D created from a variety of available materials,,"To make marbles, people used items that could roll such as nuts, fruit pits, or round pebbles.",,D,,9,3,8,79*,,,,,,Yes,No,No,,,,Readiness
2019staargr4readingtest1,2,,,,10,4. Paragraphs 5 and 6 are mainly about how —,,,multiple_choice,F inventions lowered the cost of marbles,G glassmakers figured out how to cut marbles easily,H glass is melted in order to make a marble,J the shape of marbles has improved over time,,,,F,,41*,33,11,15,,,,,,Yes,No,No,,,,Readiness
2019staargr4readingtest1,2,,,,11,5. Which sentence in the selection is best supported by the photographs between paragraphs 9 and 10?,,,multiple_choice,A _No one really knows where and exactly when they were invented._(paragraph 2),"B _Now, more people could buy them._ (paragraph 5)",C _Marbles are placed inside a circle that is drawn on the ground._ (paragraph 9),D _Players may lose some of their favorite marbles._ (paragraph 10),,,,C,,5,5,77*,12,,,,,,Yes,No,No,,,,Supporting
2019staargr4readingtest1,2,,,,12,6. In which part of the selection would the reader find information about the history of marbles?,,,multiple_choice,F The introductory paragraph,"G The section titled ""Marbles through Time""",H The caption under the first photograph,"J The section titled ""Marble Games""",,,,G,,5,81*,5,9,,,,,,Yes,No,No,,,,Readiness
2019staargr4readingtest1,3,"""1. Max tossed another shovelful of dirt over his shoulder and wiped the sweat from his brow. It felt like he had been digging for hours, but he still had a long way to go. Yesterday Grandpa had called Max's family to say he had bought a young apple tree that he wanted to plant in his yard. Max's father had volunteered Max to dig the deep, wide hole.

2. ""There are plenty of trees in Grandpa's yard already,"" Max thought bleakly. ""Why does he need another one?""

3. As Max sank the shovel deep into the earth, he heard it clink against something. ""Another rock,"" he thought. A bit more digging, however, revealed that the object was a large metal coffee can.

4. Max pried the can out of the soil with difficulty. He felt a shiver of excitement. ""Why is there a coffee can in Grandpa's yard?"" Max pulled off the plastic lid. A slip of paper sat at the top of the can. Max unfolded it and read, ""This is the time capsule of Leroy Scuro, age 10.""

5. Leroy Scuro was Max's father. Still somewhat mystified, Max hurried into the house with the can. ""Hey, look what I found!""

6. His father and grandfather examined the can. ""My goodness!"" Dad exclaimed. ""You found my time capsule. I had forgotten all about it."" Seeing Max's blank look, he explained, ""I wanted someone in the future to find the things I buried. Let's see how everything looks now.""

7. The first things Max pulled out of the can were some coins and bills. Most he recognized, but one quarter-size coin had a woman's face on it.

8. ""That's a Susan B. Anthony dollar,"" his father explained. ""They stopped making them many years ago.""

9. Next Max pulled out a key chain with a colorful, puzzle-like cube attached.

10. ""A Rubik's Cube. It was a popular toy in the 1980s,"" Dad said. The can also contained some shells, a small toy rocket, a cassette tape labeled ""Great Songs of the 1980s,"" and several photos.

11. ""Wow!"" Dad said as he picked up one of the old photographs. ""Look at that crazy hairstyle.""

12. ""I never knew you looked like that, Dad. It's really awesome to see pictures of you and some of the things you enjoyed when you were my age,"" Max said. ""I wonder if people in the future will think I'm as interesting.""

13. ""Well, there's an empty coffee can in my kitchen,"" Grandpa said.""",*Read the next two selections. Then choose the best answer to each question.*,*Max's Find*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019staargr4readingtest1,4,"""1. Imagine you are walking along the beach. Suddenly you see something shiny in the sand. Your inquiring mind makes you move in for a closer look. It is a glass bottle, and inside is a rolled-up piece of paper. This message in a bottle may have traveled halfway around the world before landing on this beach.

2. Strange as it may seem, people really do write notes, put them in bottles, and hurl the bottles into the ocean. They do so for different reasons. Most often it is simply for fun. All the world's oceans are connected, and tides can carry the bottles in many different directions. There is no telling where a bottle may end up or how far it may drift. For example, an elementary school student near Seattle, Washington, released a bottle that traveled more than 1,700 miles before being found in Alaska 21 years later. Similarly, a man tossed a bottle into the ocean near his New Hampshire motel. His note told the finder to return the bottle to his wife Tina for a reward. More than 50 years later, the bottle was found washed up on a Caribbean island nearly 2,000 miles away.

3. In 2007, students at a school in Hawaii participated in a science experiment called Message in a Bottle. As part of the experiment, about 25 bottles were released into the ocean to drift. Each bottle contained a message from a student, and the top was sealed with wax. Six months later a 13-year-old girl in Papua New Guinea found one. She and the <u>sender<u> became pen pals. Over time people found other bottles the students had released.

4. Occasionally someone tries to use a message in a bottle to contact a particular person. In 1914 a British soldier fighting in World War I wrote a letter to his wife. Eighty-five years after the soldier tossed his bottle into the sea, a fisherman found it in his fishing net. The fisherman delivered the letter to the soldier's daughter, who was an adult by then. She was thrilled to receive the letter and learn more about her father.

5. Tossing a bottle in the ocean is not a very reliable way to deliver a message. However, when a message _is_ found, it is certainly a memorable event.""",,*Messages in Bottles*,,,,,,,,,,What would you do if you found a message in a bottle?; A boy throws a message in a bottle into the vast sea.,,,,,,,,,,,,,,,,,,,,
2019staargr4readingtest1,3,,,,13,1. What effect does Max working in Grandpa's yard have on the plot of the story?,,,multiple_choice,A It makes Dad proud of Max.,B It causes Max to become tired and grumpy.,C It leads Max to a surprise discovery.,D It proves to Grandpa that Max is a good helper.,"*Use ""Max's Find"" (pp. 16–17) to answer questions 13–16. Then fill in the answers on your answer document.*",,,C,,9,3,79*,9,,,,,,Yes,No,No,,Third party trademark Rubik's Cube© was used in these testing materials.,,Readiness
2019staargr4readingtest1,3,,,,14,"2. When Max shows his father the time capsule he dug up, Max's father most likely feels —",,,multiple_choice,F amazed that Max found it when he could not,G pleased to see things that were once meaningful to him,H upset that Max is no longer helping Grandpa plant a tree,J concerned about what Max will think when he sees what is in the can,,,,G,,35,55*,2,7,,,,,,Yes,No,No,,,,Readiness
